naamStudent,vak,type,zaal,dag,tijdslot
Devlin Bronsema,Informatie- en organisatieontwerp,practicum1,A1.06,dinsdag,09.00–11.00 uur
Devlin Bronsema,Programmeren in Java 2,practicum1,A1.10,woensdag,13.00–15.00 uur
Devlin Bronsema,Programmeren in Java 2,practicum2,A1.10,woensdag,13.00–15.00 uur
Devlin Bronsema,Programmeren in Java 2,practicum3,A1.10,woensdag,13.00–15.00 uur
Devlin Bronsema,Programmeren in Java 2,practicum4,A1.04,maandag,17.00–19.00 uur
Devlin Bronsema,Programmeren in Java 2,practicum5,A1.04,maandag,17.00–19.00 uur
Devlin Bronsema,Programmeren in Java 2,practicum6,A1.10,dinsdag,13.00–15.00 uur
Devlin Bronsema,Programmeren in Java 2,practicum7,A1.10,woensdag,13.00–15.00 uur
Devlin Bronsema,Programmeren in Java 2,practicum8,A1.04,maandag,17.00–19.00 uur
Devlin Bronsema,Databases 2,hoorcollege1,C0.110,donderdag,11.00–13.00 uur
Devlin Bronsema,Databases 2,werkcollege1,C1.112,donderdag,13.00–15.00 uur
Devlin Bronsema,Informatie- en organisatieontwerp,hoorcollege1,B0.201,dinsdag,09.00–11.00 uur
Devlin Bronsema,Informatie- en organisatieontwerp,werkcollege1,A1.04,dinsdag,11.00–13.00 uur
Devlin Bronsema,Informatie- en organisatieontwerp,werkcollege2,A1.06,dinsdag,13.00–15.00 uur
Devlin Bronsema,Informatie- en organisatieontwerp,practicum2,C0.110,dinsdag,11.00–13.00 uur
Deejay van der Geer,Data Mining,werkcollege1,C1.112,woensdag,17.00–19.00 uur
Deejay van der Geer,Autonomous Agents 2,practicum1,A1.06,maandag,09.00–11.00 uur
Deejay van der Geer,Algoritmen en complexiteit,practicum1,A1.10,donderdag,13.00–15.00 uur
Deejay van der Geer,Algoritmen en complexiteit,werkcollege1,C0.110,donderdag,09.00–11.00 uur
Deejay van der Geer,Algoritmen en complexiteit,practicum2,A1.10,donderdag,13.00–15.00 uur
Deejay van der Geer,Data Mining,practicum1,A1.04,donderdag,13.00–15.00 uur
Deejay van der Geer,Autonomous Agents 2,practicum2,A1.08,donderdag,15.00–17.00 uur
Deejay van der Geer,Data Mining,practicum2,A1.06,donderdag,15.00–17.00 uur
Deejay van der Geer,Autonomous Agents 2,practicum3,A1.04,vrijdag,15.00–17.00 uur
Deejay van der Geer,Algoritmen en complexiteit,werkcollege2,B0.201,donderdag,11.00–13.00 uur
Deejay van der Geer,Databases 2,werkcollege1,B0.201,maandag,15.00–17.00 uur
Deejay van der Geer,Algoritmen en complexiteit,practicum3,A1.10,donderdag,13.00–15.00 uur
Deejay van der Geer,Heuristieken 2,hoorcollege1,A1.10,woensdag,09.00–11.00 uur
Deejay van der Geer,Data Mining,werkcollege2,B0.201,maandag,15.00–17.00 uur
Deejay van der Geer,Data Mining,practicum3,A1.04,donderdag,13.00–15.00 uur
Deejay van der Geer,Autonomous Agents 2,hoorcollege1,C1.112,vrijdag,11.00–13.00 uur
Deejay van der Geer,Autonomous Agents 2,werkcollege1,B0.201,vrijdag,15.00–17.00 uur
Deejay van der Geer,Autonomous Agents 2,practicum4,C0.110,maandag,13.00–15.00 uur
Deejay van der Geer,Databases 2,hoorcollege1,C0.110,donderdag,11.00–13.00 uur
Deejay van der Geer,Databases 2,werkcollege2,C1.112,donderdag,13.00–15.00 uur
Deejay van der Geer,Algoritmen en complexiteit,hoorcollege1,B0.201,woensdag,15.00–17.00 uur
Deejay van der Geer,Algoritmen en complexiteit,practicum4,C1.112,donderdag,11.00–13.00 uur
Deejay van der Geer,Heuristieken 2,werkcollege1,B0.201,woensdag,11.00–13.00 uur
Deejay van der Geer,Data Mining,hoorcollege1,A1.04,woensdag,17.00–19.00 uur
Deejay van der Geer,Data Mining,werkcollege3,A1.10,dinsdag,13.00–15.00 uur
Deejay van der Geer,Data Mining,werkcollege4,A1.10,dinsdag,13.00–15.00 uur
Deejay van der Geer,Autonomous Agents 2,werkcollege2,A1.10,vrijdag,13.00–15.00 uur
Deejay van der Geer,Autonomous Agents 2,werkcollege3,A1.04,vrijdag,17.00–19.00 uur
Deejay van der Geer,Autonomous Agents 2,practicum5,A1.08,donderdag,15.00–17.00 uur
Wafa Bart,Collectieve Intelligentie,werkcollege1,C1.112,maandag,17.00–19.00 uur
Wafa Bart,Collectieve Intelligentie,practicum1,A1.06,dinsdag,15.00–17.00 uur
Wafa Bart,Collectieve Intelligentie,werkcollege2,B0.201,dinsdag,11.00–13.00 uur
Wafa Bart,Collectieve Intelligentie,practicum2,A1.06,dinsdag,17.00–19.00 uur
Wafa Bart,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,15.00–17.00 uur
Wafa Bart,Collectieve Intelligentie,werkcollege3,A1.10,woensdag,11.00–13.00 uur
Wafa Bart,Collectieve Intelligentie,werkcollege4,A1.10,woensdag,11.00–13.00 uur
Wafa Bart,Collectieve Intelligentie,practicum3,A1.04,dinsdag,13.00–15.00 uur
Wafa Bart,Collectieve Intelligentie,practicum4,A1.06,dinsdag,17.00–19.00 uur
Wafa Bart,Analysemethoden en -technieken,hoorcollege1,C0.110,vrijdag,17.00–19.00 uur
Wafa Bart,Databases 2,hoorcollege1,C0.110,donderdag,11.00–13.00 uur
Wafa Bart,Databases 2,werkcollege1,C1.112,donderdag,13.00–15.00 uur
Wafa Bart,Collectieve Intelligentie,werkcollege5,A1.10,woensdag,11.00–13.00 uur
Wafa Bart,Collectieve Intelligentie,practicum5,A1.04,dinsdag,13.00–15.00 uur
Wafa Bart,Collectieve Intelligentie,practicum6,A1.08,dinsdag,17.00–19.00 uur
Yuki Verkuijl,Analysemethoden en -technieken,hoorcollege1,C0.110,vrijdag,17.00–19.00 uur
Yuki Verkuijl,Compilerbouw practicum,practicum1,A1.08,vrijdag,11.00–13.00 uur
Yuki Verkuijl,Compilerbouw practicum,practicum2,C0.110,vrijdag,13.00–15.00 uur
Yuki Verkuijl,Databases 2,hoorcollege1,C0.110,donderdag,11.00–13.00 uur
Yuki Verkuijl,Databases 2,werkcollege1,C1.112,donderdag,13.00–15.00 uur
Annigje Prinssen,Netwerken en systeembeveiliging,practicum1,A1.04,woensdag,13.00–15.00 uur
Annigje Prinssen,Netwerken en systeembeveiliging,practicum2,C0.110,maandag,11.00–13.00 uur
Annigje Prinssen,Netwerken en systeembeveiliging,practicum3,C1.112,maandag,13.00–15.00 uur
Annigje Prinssen,Moderne Databases,hoorcollege1,A1.10,dinsdag,11.00–13.00 uur
Annigje Prinssen,Moderne Databases,werkcollege1,A1.04,donderdag,11.00–13.00 uur
Annigje Prinssen,Moderne Databases,practicum1,A1.06,donderdag,13.00–15.00 uur
Annigje Prinssen,Netwerken en systeembeveiliging,practicum4,A1.04,woensdag,13.00–15.00 uur
Annigje Prinssen,Moderne Databases,werkcollege2,B0.201,donderdag,09.00–11.00 uur
Annigje Prinssen,Moderne Databases,practicum2,A1.06,donderdag,13.00–15.00 uur
Nalinie van Ierland,Webprogrammeren en databases,practicum1,A1.06,maandag,13.00–15.00 uur
Nalinie van Ierland,Webprogrammeren en databases,werkcollege1,A1.04,maandag,11.00–13.00 uur
Nalinie van Ierland,Webprogrammeren en databases,werkcollege2,B0.201,maandag,09.00–11.00 uur
Johannus van Bavel,Data Mining,werkcollege1,C1.112,woensdag,17.00–19.00 uur
Johannus van Bavel,Project Numerical Recipes,practicum1,A1.10,donderdag,13.00–15.00 uur
Johannus van Bavel,Data Mining,practicum1,A1.04,donderdag,13.00–15.00 uur
Johannus van Bavel,Project Numerical Recipes,practicum2,A1.06,woensdag,09.00–11.00 uur
Johannus van Bavel,Data Mining,practicum2,A1.06,donderdag,15.00–17.00 uur
Johannus van Bavel,Netwerken en systeembeveiliging,practicum1,A1.04,woensdag,13.00–15.00 uur
Johannus van Bavel,Netwerken en systeembeveiliging,practicum2,C0.110,maandag,11.00–13.00 uur
Johannus van Bavel,Netwerken en systeembeveiliging,practicum3,C1.112,maandag,13.00–15.00 uur
Johannus van Bavel,Project Numerical Recipes,practicum3,A1.08,woensdag,11.00–13.00 uur
Johannus van Bavel,Heuristieken 2,hoorcollege1,A1.10,woensdag,09.00–11.00 uur
Johannus van Bavel,Heuristieken 2,werkcollege1,A1.04,woensdag,13.00–15.00 uur
Johannus van Bavel,Data Mining,practicum3,A1.04,donderdag,13.00–15.00 uur
Johannus van Bavel,Netwerken en systeembeveiliging,practicum4,A1.04,woensdag,13.00–15.00 uur
Johannus van Bavel,Heuristieken 2,werkcollege2,B0.201,woensdag,11.00–13.00 uur
Johannus van Bavel,Data Mining,hoorcollege1,A1.04,woensdag,17.00–19.00 uur
Johannus van Bavel,Data Mining,werkcollege2,A1.10,dinsdag,13.00–15.00 uur
Johannus van Bavel,Data Mining,werkcollege3,A1.10,dinsdag,13.00–15.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,werkcollege1,C1.112,maandag,17.00–19.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,practicum1,A1.06,dinsdag,15.00–17.00 uur
Sanne van Sleeuwen,Technology for games,werkcollege1,A1.10,dinsdag,11.00–13.00 uur
Sanne van Sleeuwen,Programmeren in Java 2,practicum1,A1.10,woensdag,13.00–15.00 uur
Sanne van Sleeuwen,Programmeren in Java 2,practicum2,A1.10,woensdag,13.00–15.00 uur
Sanne van Sleeuwen,Programmeren in Java 2,practicum3,A1.10,woensdag,13.00–15.00 uur
Sanne van Sleeuwen,Programmeren in Java 2,practicum4,A1.04,maandag,17.00–19.00 uur
Sanne van Sleeuwen,Programmeren in Java 2,practicum5,A1.04,maandag,17.00–19.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,werkcollege2,B0.201,dinsdag,11.00–13.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,practicum2,A1.06,dinsdag,17.00–19.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,15.00–17.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,werkcollege3,A1.10,woensdag,11.00–13.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,werkcollege4,A1.10,woensdag,11.00–13.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,practicum3,A1.04,dinsdag,13.00–15.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,practicum4,A1.06,dinsdag,17.00–19.00 uur
Sanne van Sleeuwen,Technology for games,werkcollege2,A1.04,dinsdag,13.00–15.00 uur
Sanne van Sleeuwen,Technology for games,werkcollege3,C1.112,woensdag,15.00–17.00 uur
Sanne van Sleeuwen,Programmeren in Java 2,practicum6,A1.10,dinsdag,13.00–15.00 uur
Sanne van Sleeuwen,Programmeren in Java 2,practicum7,A1.04,dinsdag,11.00–13.00 uur
Sanne van Sleeuwen,Programmeren in Java 2,practicum8,A1.10,woensdag,13.00–15.00 uur
Sanne van Sleeuwen,Programmeren in Java 2,practicum9,A1.04,maandag,17.00–19.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,werkcollege5,A1.10,woensdag,11.00–13.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,practicum5,A1.04,dinsdag,13.00–15.00 uur
Sanne van Sleeuwen,Collectieve Intelligentie,practicum6,A1.08,dinsdag,17.00–19.00 uur
Jorg 't Lam,Technology for games,werkcollege1,A1.10,dinsdag,11.00–13.00 uur
Jorg 't Lam,Programmeren in Java 2,practicum1,A1.10,woensdag,13.00–15.00 uur
Jorg 't Lam,Programmeren in Java 2,practicum2,A1.10,woensdag,13.00–15.00 uur
Jorg 't Lam,Programmeren in Java 2,practicum3,A1.10,woensdag,13.00–15.00 uur
Jorg 't Lam,Programmeren in Java 2,practicum4,A1.04,maandag,17.00–19.00 uur
Jorg 't Lam,Programmeren in Java 2,practicum5,A1.04,maandag,17.00–19.00 uur
Jorg 't Lam,Technology for games,werkcollege2,C1.112,woensdag,15.00–17.00 uur
Jorg 't Lam,Programmeren in Java 2,practicum6,A1.10,dinsdag,13.00–15.00 uur
Jorg 't Lam,Programmeren in Java 2,practicum7,A1.04,dinsdag,11.00–13.00 uur
Jorg 't Lam,Programmeren in Java 2,practicum8,A1.10,woensdag,13.00–15.00 uur
Jorg 't Lam,Programmeren in Java 2,practicum9,A1.04,maandag,17.00–19.00 uur
Rachell Smallegange,Software engineering,werkcollege1,C1.112,woensdag,13.00–15.00 uur
Rachell Smallegange,Software engineering,hoorcollege1,C0.110,woensdag,11.00–13.00 uur
Rachell Smallegange,Software engineering,practicum1,B0.201,woensdag,17.00–19.00 uur
Rachell Smallegange,Software engineering,practicum2,C0.110,woensdag,15.00–17.00 uur
Rachell Smallegange,Software engineering,practicum3,B0.201,woensdag,17.00–19.00 uur
Rachell Smallegange,Software engineering,werkcollege2,C0.110,woensdag,13.00–15.00 uur
Rachell Smallegange,Software engineering,werkcollege3,C1.112,donderdag,17.00–19.00 uur
Chi Liebregts,Algoritmen en complexiteit,werkcollege1,C0.110,donderdag,09.00–11.00 uur
Chi Liebregts,Algoritmen en complexiteit,werkcollege2,B0.201,donderdag,11.00–13.00 uur
Chi Liebregts,Algoritmen en complexiteit,practicum1,A1.10,donderdag,13.00–15.00 uur
Chi Liebregts,Compilerbouw practicum,practicum1,A1.08,vrijdag,11.00–13.00 uur
Chi Liebregts,Compilerbouw practicum,practicum2,C0.110,vrijdag,13.00–15.00 uur
Chi Liebregts,Algoritmen en complexiteit,hoorcollege1,B0.201,woensdag,15.00–17.00 uur
Chi Liebregts,Algoritmen en complexiteit,practicum2,C1.112,donderdag,11.00–13.00 uur
Nermin Talhaoui,Software engineering,werkcollege1,C1.112,woensdag,13.00–15.00 uur
Nermin Talhaoui,Bioinformatica,werkcollege1,A1.10,maandag,11.00–13.00 uur
Nermin Talhaoui,Bioinformatica,werkcollege2,B0.201,maandag,13.00–15.00 uur
Nermin Talhaoui,Compilerbouw practicum,practicum1,C1.112,vrijdag,15.00–17.00 uur
Nermin Talhaoui,Software engineering,hoorcollege1,C0.110,woensdag,11.00–13.00 uur
Nermin Talhaoui,Software engineering,practicum1,B0.201,woensdag,17.00–19.00 uur
Nermin Talhaoui,Software engineering,practicum2,C0.110,woensdag,15.00–17.00 uur
Nermin Talhaoui,Software engineering,practicum3,B0.201,woensdag,17.00–19.00 uur
Nermin Talhaoui,Bioinformatica,hoorcollege1,C1.112,maandag,09.00–11.00 uur
Nermin Talhaoui,Bioinformatica,practicum1,C1.112,dinsdag,11.00–13.00 uur
Nermin Talhaoui,Compilerbouw practicum,practicum2,A1.08,vrijdag,11.00–13.00 uur
Nermin Talhaoui,Compilerbouw practicum,practicum3,C0.110,vrijdag,13.00–15.00 uur
Nermin Talhaoui,Software engineering,werkcollege2,C0.110,woensdag,13.00–15.00 uur
Nermin Talhaoui,Software engineering,werkcollege3,C1.112,donderdag,17.00–19.00 uur
Nermin Talhaoui,Bioinformatica,werkcollege3,A1.04,maandag,15.00–17.00 uur
Nermin Talhaoui,Bioinformatica,practicum2,A1.04,maandag,15.00–17.00 uur
Nermin Talhaoui,Bioinformatica,practicum3,A1.08,dinsdag,09.00–11.00 uur
Nermin Talhaoui,Bioinformatica,practicum4,C1.112,dinsdag,11.00–13.00 uur
Jos Welling,Collectieve Intelligentie,werkcollege1,C1.112,maandag,17.00–19.00 uur
Jos Welling,Collectieve Intelligentie,practicum1,A1.06,dinsdag,15.00–17.00 uur
Jos Welling,Project Genetic Algorithms,practicum1,B0.201,dinsdag,13.00–15.00 uur
Jos Welling,Software engineering,werkcollege1,C1.112,woensdag,13.00–15.00 uur
Jos Welling,Project Genetic Algorithms,practicum2,A1.06,dinsdag,17.00–19.00 uur
Jos Welling,Collectieve Intelligentie,practicum2,A1.06,dinsdag,17.00–19.00 uur
Jos Welling,Software engineering,hoorcollege1,C0.110,woensdag,11.00–13.00 uur
Jos Welling,Software engineering,practicum1,B0.201,woensdag,17.00–19.00 uur
Jos Welling,Software engineering,practicum2,C0.110,woensdag,15.00–17.00 uur
Jos Welling,Collectieve Intelligentie,werkcollege2,B0.201,dinsdag,11.00–13.00 uur
Jos Welling,Collectieve Intelligentie,practicum3,A1.06,dinsdag,17.00–19.00 uur
Jos Welling,Software engineering,practicum3,B0.201,woensdag,17.00–19.00 uur
Jos Welling,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,15.00–17.00 uur
Jos Welling,Collectieve Intelligentie,werkcollege3,A1.10,woensdag,11.00–13.00 uur
Jos Welling,Collectieve Intelligentie,werkcollege4,A1.10,woensdag,11.00–13.00 uur
Jos Welling,Collectieve Intelligentie,practicum4,A1.04,dinsdag,13.00–15.00 uur
Jos Welling,Collectieve Intelligentie,practicum5,A1.06,dinsdag,17.00–19.00 uur
Jos Welling,Software engineering,werkcollege2,C0.110,woensdag,13.00–15.00 uur
Jos Welling,Software engineering,werkcollege3,C1.112,donderdag,17.00–19.00 uur
Jos Welling,Collectieve Intelligentie,werkcollege5,A1.10,woensdag,11.00–13.00 uur
Jos Welling,Collectieve Intelligentie,practicum6,A1.04,dinsdag,13.00–15.00 uur
Jos Welling,Collectieve Intelligentie,practicum7,A1.08,dinsdag,17.00–19.00 uur
Rijkje Groote,Software engineering,werkcollege1,C1.112,woensdag,13.00–15.00 uur
Rijkje Groote,Interactie-ontwerp,hoorcollege1,C0.110,vrijdag,09.00–11.00 uur
Rijkje Groote,Software engineering,hoorcollege1,C0.110,woensdag,11.00–13.00 uur
Rijkje Groote,Software engineering,practicum1,B0.201,woensdag,17.00–19.00 uur
Rijkje Groote,Software engineering,practicum2,C0.110,woensdag,15.00–17.00 uur
Rijkje Groote,Software engineering,practicum3,B0.201,woensdag,17.00–19.00 uur
Rijkje Groote,Calculus 2,werkcollege1,A1.10,dinsdag,15.00–17.00 uur
Rijkje Groote,Software engineering,werkcollege2,C0.110,woensdag,13.00–15.00 uur
Rijkje Groote,Software engineering,werkcollege3,C1.112,donderdag,17.00–19.00 uur
Adil Klop,Programmeren in Java 2,practicum1,A1.10,woensdag,13.00–15.00 uur
Adil Klop,Programmeren in Java 2,practicum2,A1.10,woensdag,13.00–15.00 uur
Adil Klop,Programmeren in Java 2,practicum3,A1.10,woensdag,13.00–15.00 uur
Adil Klop,Programmeren in Java 2,practicum4,A1.04,maandag,17.00–19.00 uur
Adil Klop,Programmeren in Java 2,practicum5,A1.04,maandag,17.00–19.00 uur
Adil Klop,Heuristieken 2,hoorcollege1,A1.10,woensdag,09.00–11.00 uur
Adil Klop,Programmeren in Java 2,practicum6,A1.10,dinsdag,13.00–15.00 uur
Adil Klop,Programmeren in Java 2,practicum7,A1.10,woensdag,13.00–15.00 uur
Adil Klop,Programmeren in Java 2,practicum8,A1.04,maandag,17.00–19.00 uur
Adil Klop,Calculus 2,werkcollege1,A1.10,dinsdag,15.00–17.00 uur
Adil Klop,Heuristieken 2,werkcollege1,B0.201,woensdag,11.00–13.00 uur
Sonny Mol,Software engineering,werkcollege1,C1.112,woensdag,13.00–15.00 uur
Sonny Mol,Programmeren in Java 2,practicum1,A1.10,woensdag,13.00–15.00 uur
Sonny Mol,Programmeren in Java 2,practicum2,A1.10,woensdag,13.00–15.00 uur
Sonny Mol,Programmeren in Java 2,practicum3,A1.10,woensdag,13.00–15.00 uur
Sonny Mol,Programmeren in Java 2,practicum4,A1.04,maandag,17.00–19.00 uur
Sonny Mol,Programmeren in Java 2,practicum5,A1.04,maandag,17.00–19.00 uur
Sonny Mol,Software engineering,hoorcollege1,C0.110,woensdag,11.00–13.00 uur
Sonny Mol,Software engineering,practicum1,B0.201,woensdag,17.00–19.00 uur
Sonny Mol,Software engineering,practicum2,C0.110,woensdag,15.00–17.00 uur
Sonny Mol,Software engineering,practicum3,B0.201,woensdag,17.00–19.00 uur
Sonny Mol,Programmeren in Java 2,practicum6,A1.10,dinsdag,13.00–15.00 uur
Sonny Mol,Programmeren in Java 2,practicum7,A1.10,woensdag,13.00–15.00 uur
Sonny Mol,Programmeren in Java 2,practicum8,A1.04,maandag,17.00–19.00 uur
Sonny Mol,Software engineering,werkcollege2,C0.110,woensdag,13.00–15.00 uur
Sonny Mol,Software engineering,werkcollege3,C1.112,donderdag,17.00–19.00 uur
Pearl van der Leek,Moderne Databases,hoorcollege1,A1.10,dinsdag,11.00–13.00 uur
Pearl van der Leek,Moderne Databases,werkcollege1,A1.04,donderdag,11.00–13.00 uur
Pearl van der Leek,Moderne Databases,practicum1,A1.06,donderdag,13.00–15.00 uur
Pearl van der Leek,Moderne Databases,werkcollege2,B0.201,donderdag,09.00–11.00 uur
Pearl van der Leek,Moderne Databases,practicum2,A1.06,donderdag,13.00–15.00 uur
Touraya van Lingen,Data Mining,werkcollege1,C1.112,woensdag,17.00–19.00 uur
Touraya van Lingen,Data Mining,practicum1,A1.04,donderdag,13.00–15.00 uur
Touraya van Lingen,Data Mining,practicum2,A1.06,donderdag,15.00–17.00 uur
Touraya van Lingen,Data Mining,practicum3,A1.04,donderdag,13.00–15.00 uur
Touraya van Lingen,Data Mining,hoorcollege1,A1.04,woensdag,17.00–19.00 uur
Touraya van Lingen,Data Mining,werkcollege2,A1.10,dinsdag,13.00–15.00 uur
Touraya van Lingen,Data Mining,werkcollege3,A1.10,dinsdag,13.00–15.00 uur
Mellanie Zhang,Programmeren in Java 2,practicum1,A1.10,woensdag,13.00–15.00 uur
Mellanie Zhang,Programmeren in Java 2,practicum2,A1.10,woensdag,13.00–15.00 uur
Mellanie Zhang,Programmeren in Java 2,practicum3,A1.10,woensdag,13.00–15.00 uur
Mellanie Zhang,Programmeren in Java 2,practicum4,A1.04,maandag,17.00–19.00 uur
Mellanie Zhang,Programmeren in Java 2,practicum5,A1.04,maandag,17.00–19.00 uur
Mellanie Zhang,Analysemethoden en -technieken,hoorcollege1,C0.110,vrijdag,17.00–19.00 uur
Mellanie Zhang,Programmeren in Java 2,practicum6,A1.10,dinsdag,13.00–15.00 uur
Mellanie Zhang,Programmeren in Java 2,practicum7,A1.10,woensdag,13.00–15.00 uur
Mellanie Zhang,Programmeren in Java 2,practicum8,A1.04,maandag,17.00–19.00 uur
Mellanie Zhang,Calculus 2,werkcollege1,A1.10,dinsdag,15.00–17.00 uur
Mellanie Zhang,Databases 2,hoorcollege1,C0.110,donderdag,11.00–13.00 uur
Mellanie Zhang,Databases 2,werkcollege1,C1.112,donderdag,13.00–15.00 uur
Yana de Looff,Software engineering,werkcollege1,C1.112,woensdag,13.00–15.00 uur
Yana de Looff,Software engineering,hoorcollege1,C0.110,woensdag,11.00–13.00 uur
Yana de Looff,Software engineering,practicum1,B0.201,woensdag,17.00–19.00 uur
Yana de Looff,Software engineering,practicum2,C0.110,woensdag,15.00–17.00 uur
Yana de Looff,Software engineering,practicum3,B0.201,woensdag,17.00–19.00 uur
Yana de Looff,Software engineering,werkcollege2,C0.110,woensdag,13.00–15.00 uur
Yana de Looff,Software engineering,werkcollege3,C1.112,donderdag,17.00–19.00 uur
Josef van der Wiel,Project Genetic Algorithms,practicum1,B0.201,dinsdag,13.00–15.00 uur
Josef van der Wiel,Netwerken en systeembeveiliging,practicum1,A1.04,woensdag,13.00–15.00 uur
Josef van der Wiel,Netwerken en systeembeveiliging,practicum2,C0.110,maandag,11.00–13.00 uur
Josef van der Wiel,Netwerken en systeembeveiliging,practicum3,C1.112,maandag,13.00–15.00 uur
Josef van der Wiel,Analysemethoden en -technieken,hoorcollege1,C0.110,vrijdag,17.00–19.00 uur
Josef van der Wiel,Heuristieken 2,hoorcollege1,A1.10,woensdag,09.00–11.00 uur
Josef van der Wiel,Heuristieken 2,werkcollege1,A1.04,woensdag,13.00–15.00 uur
Josef van der Wiel,Netwerken en systeembeveiliging,practicum4,A1.04,woensdag,13.00–15.00 uur
Josef van der Wiel,Heuristieken 2,werkcollege2,B0.201,woensdag,11.00–13.00 uur
Mayla de Snoo,Project Genetic Algorithms,practicum1,B0.201,dinsdag,13.00–15.00 uur
Mayla de Snoo,Compilerbouw practicum,practicum1,A1.08,vrijdag,11.00–13.00 uur
Mayla de Snoo,Compilerbouw practicum,practicum2,A1.08,vrijdag,11.00–13.00 uur
Mayla de Snoo,Compilerbouw practicum,practicum3,C0.110,vrijdag,13.00–15.00 uur
Bert Grooteman,Technology for games,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Bert Grooteman,Heuristieken 2,hoorcollege1,A1.10,woensdag,09.00–11.00 uur
Bert Grooteman,Heuristieken 2,werkcollege1,B0.201,woensdag,11.00–13.00 uur
Catharinus Eggermont,Software engineering,werkcollege1,C1.112,woensdag,13.00–15.00 uur
Catharinus Eggermont,Software engineering,hoorcollege1,C0.110,woensdag,11.00–13.00 uur
Catharinus Eggermont,Software engineering,practicum1,B0.201,woensdag,17.00–19.00 uur
Catharinus Eggermont,Software engineering,practicum2,C0.110,woensdag,15.00–17.00 uur
Catharinus Eggermont,Software engineering,practicum3,B0.201,woensdag,17.00–19.00 uur
Catharinus Eggermont,Software engineering,werkcollege2,C0.110,woensdag,13.00–15.00 uur
Catharinus Eggermont,Software engineering,werkcollege3,C1.112,donderdag,17.00–19.00 uur
Roma Rotgans,Software engineering,werkcollege1,C1.112,woensdag,13.00–15.00 uur
Roma Rotgans,Bioinformatica,werkcollege1,A1.10,maandag,11.00–13.00 uur
Roma Rotgans,Bioinformatica,werkcollege2,B0.201,maandag,13.00–15.00 uur
Roma Rotgans,Software engineering,hoorcollege1,C0.110,woensdag,11.00–13.00 uur
Roma Rotgans,Software engineering,practicum1,B0.201,woensdag,17.00–19.00 uur
Roma Rotgans,Software engineering,practicum2,C0.110,woensdag,15.00–17.00 uur
Roma Rotgans,Software engineering,practicum3,B0.201,woensdag,17.00–19.00 uur
Roma Rotgans,Bioinformatica,hoorcollege1,C1.112,maandag,09.00–11.00 uur
Roma Rotgans,Bioinformatica,practicum1,C1.112,dinsdag,11.00–13.00 uur
Roma Rotgans,Software engineering,werkcollege2,C0.110,woensdag,13.00–15.00 uur
Roma Rotgans,Software engineering,werkcollege3,C1.112,donderdag,17.00–19.00 uur
Roma Rotgans,Bioinformatica,werkcollege3,A1.04,maandag,15.00–17.00 uur
Roma Rotgans,Bioinformatica,practicum2,A1.04,maandag,15.00–17.00 uur
Roma Rotgans,Bioinformatica,practicum3,A1.08,dinsdag,09.00–11.00 uur
Roma Rotgans,Bioinformatica,practicum4,C1.112,dinsdag,11.00–13.00 uur
Do?ukan Krikke,Compilerbouw practicum,practicum1,A1.08,vrijdag,11.00–13.00 uur
Do?ukan Krikke,Compilerbouw practicum,practicum2,C0.110,vrijdag,13.00–15.00 uur
Diny Aslan,Calculus 2,werkcollege1,A1.10,dinsdag,15.00–17.00 uur
Vinod Velt,Webprogrammeren en databases,practicum1,A1.06,maandag,13.00–15.00 uur
Vinod Velt,Webprogrammeren en databases,werkcollege1,A1.04,maandag,11.00–13.00 uur
Vinod Velt,Databases 2,hoorcollege1,C0.110,donderdag,11.00–13.00 uur
Vinod Velt,Databases 2,werkcollege1,C1.112,donderdag,13.00–15.00 uur
Vinod Velt,Webprogrammeren en databases,werkcollege2,B0.201,maandag,09.00–11.00 uur
Corry Kroonen,Bioinformatica,werkcollege1,A1.10,maandag,11.00–13.00 uur
Corry Kroonen,Bioinformatica,werkcollege2,B0.201,maandag,13.00–15.00 uur
Corry Kroonen,Bioinformatica,hoorcollege1,C1.112,maandag,09.00–11.00 uur
Corry Kroonen,Bioinformatica,practicum1,C1.112,dinsdag,11.00–13.00 uur
Corry Kroonen,Databases 2,hoorcollege1,C0.110,donderdag,11.00–13.00 uur
Corry Kroonen,Databases 2,werkcollege1,C1.112,donderdag,13.00–15.00 uur
Corry Kroonen,Bioinformatica,werkcollege3,A1.04,maandag,15.00–17.00 uur
Corry Kroonen,Bioinformatica,practicum2,A1.04,maandag,15.00–17.00 uur
