naamStudent,vak,type,zaal,dag,tijdslot
Bodie Metselaar,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Bodie Metselaar,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Abram van Mierlo,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Abram van Mierlo,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Abram van Mierlo,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Abram van Mierlo,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Abram van Mierlo,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Abram van Mierlo,Architectuur en computerorganisatie,hoorcollege1,C1.112,vrijdag,13.00–15.00 uur
Abram van Mierlo,Architectuur en computerorganisatie,hoorcollege2,A1.10,donderdag,17.00–19.00 uur
Herman Apeldoorn,Advanced Heuristics,hoorcollege1,A1.10,vrijdag,15.00–17.00 uur
Herman Apeldoorn,Advanced Heuristics,practicum1,B0.201,vrijdag,15.00–17.00 uur
Herman Apeldoorn,Advanced Heuristics,practicum2,A1.04,donderdag,17.00–19.00 uur
Oumaima Donselaar,Informatie- en organisatieontwerp,hoorcollege1,C1.112,donderdag,13.00–15.00 uur
Oumaima Donselaar,Informatie- en organisatieontwerp,hoorcollege2,A1.10,donderdag,15.00–17.00 uur
Oumaima Donselaar,Informatie- en organisatieontwerp,werkcollege1,B0.201,donderdag,17.00–19.00 uur
Oumaima Donselaar,Informatie- en organisatieontwerp,werkcollege2,A1.04,vrijdag,09.00–11.00 uur
Oumaima Donselaar,Informatie- en organisatieontwerp,practicum1,A1.06,vrijdag,09.00–11.00 uur
Hailey Claassen,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Hailey Claassen,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Hailey Claassen,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Hailey Claassen,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Hailey Claassen,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Meta van Marle,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Meta van Marle,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Meta van Marle,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Meta van Marle,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Meta van Marle,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Meta van Marle,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Albertien de Hoogh,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Albertien de Hoogh,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Albertien de Hoogh,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Albertien de Hoogh,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Albertien de Hoogh,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Jorian van Zijderveld,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Jorian van Zijderveld,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Jorian van Zijderveld,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Jorian van Zijderveld,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Jorian van Zijderveld,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Stephano Popma,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Stephano Popma,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Stephano Popma,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Stephano Popma,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Stephano Popma,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Stephano Popma,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Stephano Popma,Architectuur en computerorganisatie,hoorcollege1,C1.112,vrijdag,13.00–15.00 uur
Stephano Popma,Architectuur en computerorganisatie,hoorcollege2,A1.10,donderdag,17.00–19.00 uur
Lamia Mok,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Lamia Mok,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Lamia Mok,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Lamia Mok,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Lamia Mok,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Lammigje van Loveren,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Lammigje van Loveren,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Lammigje van Loveren,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Lammigje van Loveren,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Lammigje van Loveren,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Lammigje van Loveren,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Antonius Fleming,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Antonius Fleming,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Antonius Fleming,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Antonius Fleming,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Antonius Fleming,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Antonius Fleming,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Bauke Elschot,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Bauke Elschot,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Bauke Elschot,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Bauke Elschot,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Bauke Elschot,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Bauke Elschot,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Liedeke van Bezooijen,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Liedeke van Bezooijen,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Liedeke van Bezooijen,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Liedeke van Bezooijen,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Liedeke van Bezooijen,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Liedeke van Bezooijen,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Liedeke van Bezooijen,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Liedeke van Bezooijen,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Liedeke van Bezooijen,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Liedeke van Bezooijen,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Liedeke van Bezooijen,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Liedeke van Bezooijen,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Liedeke van Bezooijen,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Liedeke van Bezooijen,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Liedeke van Bezooijen,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Liedeke van Bezooijen,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Eylem Haas,Informatie- en organisatieontwerp,hoorcollege1,C1.112,donderdag,13.00–15.00 uur
Eylem Haas,Informatie- en organisatieontwerp,hoorcollege2,A1.10,donderdag,15.00–17.00 uur
Eylem Haas,Informatie- en organisatieontwerp,werkcollege1,B0.201,donderdag,17.00–19.00 uur
Eylem Haas,Informatie- en organisatieontwerp,werkcollege2,A1.04,vrijdag,09.00–11.00 uur
Eylem Haas,Informatie- en organisatieontwerp,practicum1,A1.06,vrijdag,09.00–11.00 uur
Ravi Bauer,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Ravi Bauer,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Ravi Bauer,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Ravi Bauer,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Ravi Bauer,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Ravi Bauer,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Ravi Bauer,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Ravi Bauer,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Ravi Bauer,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Ravi Bauer,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Ravi Bauer,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Amadou Boekema,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Amadou Boekema,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Amadou Boekema,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Amadou Boekema,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Amadou Boekema,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Amadou Boekema,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Kyan Jankie,Data Mining,hoorcollege1,C1.112,woensdag,11.00–13.00 uur
Kyan Jankie,Data Mining,hoorcollege2,A1.10,woensdag,13.00–15.00 uur
Kyan Jankie,Data Mining,werkcollege1,B0.201,woensdag,15.00–17.00 uur
Kyan Jankie,Data Mining,werkcollege2,A1.04,dinsdag,11.00–13.00 uur
Kyan Jankie,Data Mining,werkcollege3,A1.06,woensdag,17.00–19.00 uur
Kyan Jankie,Data Mining,practicum1,A1.08,donderdag,11.00–13.00 uur
Heiltje Wijnands,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Heiltje Wijnands,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Heiltje Wijnands,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Heiltje Wijnands,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Heiltje Wijnands,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Heiltje Wijnands,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Martin Avci,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Martin Avci,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Martin Avci,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Martin Avci,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Martin Avci,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Martin Avci,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Jimi Sips,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Jimi Sips,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Jimi Sips,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Jimi Sips,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Jimi Sips,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Jimi Sips,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Jimi Sips,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Jimi Sips,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Jimi Sips,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Jimi Sips,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Jimi Sips,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Servaas Anker,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Servaas Anker,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Servaas Anker,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Servaas Anker,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Servaas Anker,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Servaas Anker,Architectuur en computerorganisatie,hoorcollege1,C1.112,vrijdag,13.00–15.00 uur
Servaas Anker,Architectuur en computerorganisatie,hoorcollege2,A1.10,donderdag,17.00–19.00 uur
Solane Paulissen,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Solane Paulissen,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Solane Paulissen,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Solane Paulissen,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Solane Paulissen,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Solane Paulissen,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Solane Paulissen,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Solane Paulissen,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Solane Paulissen,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Solane Paulissen,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Solane Paulissen,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Daisy van der Klei,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Daisy van der Klei,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Daisy van der Klei,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Daisy van der Klei,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Daisy van der Klei,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Daisy van der Klei,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Daisy van der Klei,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Daisy van der Klei,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Daisy van der Klei,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Daisy van der Klei,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Daisy van der Klei,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Daisy van der Klei,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Daisy van der Klei,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Daisy van der Klei,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Daisy van der Klei,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Daisy van der Klei,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Daisy van der Klei,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Zahir Poepjes,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Zahir Poepjes,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Zahir Poepjes,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Zahir Poepjes,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Zahir Poepjes,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Pleun ter Heide,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Pleun ter Heide,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Pleun ter Heide,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Pleun ter Heide,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Pleun ter Heide,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Pleun ter Heide,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Pleun ter Heide,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Pleun ter Heide,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Federico Levels,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Federico Levels,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Federico Levels,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Federico Levels,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Federico Levels,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Federico Levels,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Yalda Grootenboer,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Yalda Grootenboer,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Yalda Grootenboer,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Yalda Grootenboer,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Yalda Grootenboer,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Yalda Grootenboer,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Vigo Wijers,Advanced Heuristics,hoorcollege1,A1.10,vrijdag,15.00–17.00 uur
Vigo Wijers,Advanced Heuristics,practicum1,B0.201,vrijdag,15.00–17.00 uur
Vigo Wijers,Advanced Heuristics,practicum2,A1.04,donderdag,17.00–19.00 uur
Esmee Hooijmaijers,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Esmee Hooijmaijers,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Esmee Hooijmaijers,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Esmee Hooijmaijers,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Esmee Hooijmaijers,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Saif Sikking,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Saif Sikking,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Saif Sikking,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Saif Sikking,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Saif Sikking,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Abdallah Beulen,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Abdallah Beulen,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Abdallah Beulen,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Abdallah Beulen,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Abdallah Beulen,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Djura Kol,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Djura Kol,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Djura Kol,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Angelica Sarikaya,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Angelica Sarikaya,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Angelica Sarikaya,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Angelica Sarikaya,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Angelica Sarikaya,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Owen Jama,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Owen Jama,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Owen Jama,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Yunus Westera,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Yunus Westera,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Yunus Westera,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Yunus Westera,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Yunus Westera,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Yunus Westera,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Redouane Paijmans,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Redouane Paijmans,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Redouane Paijmans,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Redouane Paijmans,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Redouane Paijmans,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Redouane Paijmans,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Valery Majoor,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Valery Majoor,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Valery Majoor,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Valery Majoor,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Valery Majoor,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Valery Majoor,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Valery Majoor,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Valery Majoor,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Valery Majoor,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Valery Majoor,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Valery Majoor,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Valery Majoor,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Valery Majoor,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Valery Majoor,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Valery Majoor,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Valery Majoor,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Valery Majoor,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Valery Majoor,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Valery Majoor,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Valery Majoor,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Ella Bischoff,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Ella Bischoff,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Ella Bischoff,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Ella Bischoff,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Ella Bischoff,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Ella Bischoff,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Ella Bischoff,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Ella Bischoff,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Ella Bischoff,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Ella Bischoff,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Ella Bischoff,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Leida van de Ridder,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Leida van de Ridder,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Leida van de Ridder,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Le Janga,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Le Janga,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Le Janga,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Le Janga,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Le Janga,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Le Janga,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Sarena Tjeerdsma,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Sarena Tjeerdsma,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Sarena Tjeerdsma,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Renco van Weel,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Renco van Weel,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Renco van Weel,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Renco van Weel,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Renco van Weel,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Tamar Jongbloed,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Tamar Jongbloed,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Tamar Jongbloed,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Tamar Jongbloed,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Tamar Jongbloed,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Noud Menke,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Noud Menke,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Noud Menke,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Noud Menke,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Noud Menke,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Noud Menke,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Diemer Fokkens,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Diemer Fokkens,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Diemer Fokkens,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Mellisa Leemburg,Advanced Heuristics,hoorcollege1,A1.10,vrijdag,15.00–17.00 uur
Mellisa Leemburg,Advanced Heuristics,practicum1,B0.201,vrijdag,15.00–17.00 uur
Mellisa Leemburg,Advanced Heuristics,practicum2,A1.04,donderdag,17.00–19.00 uur
Nanette te Braak,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
