naamStudent,vak,type,zaal,dag,tijdslot
Ludovicus Eissens,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Ludovicus Eissens,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Ludovicus Eissens,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Ludovicus Eissens,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Ludovicus Eissens,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Ludovicus Eissens,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Ludovicus Eissens,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Ludovicus Eissens,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Vivianne Buter,Advanced Heuristics,hoorcollege1,A1.10,vrijdag,15.00–17.00 uur
Vivianne Buter,Advanced Heuristics,practicum1,B0.201,vrijdag,15.00–17.00 uur
Vivianne Buter,Advanced Heuristics,practicum2,A1.04,donderdag,17.00–19.00 uur
Arnela Visch,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Arnela Visch,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Arnela Visch,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Arnela Visch,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Arnela Visch,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Arnela Visch,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Patricia Sier,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Patricia Sier,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Patricia Sier,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Patricia Sier,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Patricia Sier,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Patricia Sier,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Patricia Sier,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Patricia Sier,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Patricia Sier,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Patricia Sier,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Patricia Sier,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Patricia Sier,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Patricia Sier,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Patricia Sier,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Haroun Lemaire,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Haroun Lemaire,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Haroun Lemaire,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Haroun Lemaire,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Haroun Lemaire,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Haroun Lemaire,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Haroun Lemaire,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Haroun Lemaire,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Dorenda Malestein,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Dorenda Malestein,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Dorenda Malestein,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Dorenda Malestein,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Dorenda Malestein,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Rivelino Goor,Data Mining,hoorcollege1,C1.112,woensdag,11.00–13.00 uur
Rivelino Goor,Data Mining,hoorcollege2,A1.10,woensdag,13.00–15.00 uur
Rivelino Goor,Data Mining,werkcollege1,B0.201,woensdag,15.00–17.00 uur
Rivelino Goor,Data Mining,werkcollege2,A1.04,dinsdag,11.00–13.00 uur
Rivelino Goor,Data Mining,werkcollege3,A1.06,woensdag,17.00–19.00 uur
Rivelino Goor,Data Mining,practicum1,A1.08,donderdag,11.00–13.00 uur
Mouna Lathouwers,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Mouna Lathouwers,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Mouna Lathouwers,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Ciske van Kalsbeek,Data Mining,hoorcollege1,C1.112,woensdag,11.00–13.00 uur
Ciske van Kalsbeek,Data Mining,hoorcollege2,A1.10,woensdag,13.00–15.00 uur
Ciske van Kalsbeek,Data Mining,werkcollege1,B0.201,woensdag,15.00–17.00 uur
Ciske van Kalsbeek,Data Mining,werkcollege2,A1.04,dinsdag,11.00–13.00 uur
Ciske van Kalsbeek,Data Mining,werkcollege3,A1.06,woensdag,17.00–19.00 uur
Ciske van Kalsbeek,Data Mining,practicum1,A1.08,donderdag,11.00–13.00 uur
Monika Blikman,Informatie- en organisatieontwerp,hoorcollege1,C1.112,donderdag,13.00–15.00 uur
Monika Blikman,Informatie- en organisatieontwerp,hoorcollege2,A1.10,donderdag,15.00–17.00 uur
Monika Blikman,Informatie- en organisatieontwerp,werkcollege1,B0.201,donderdag,17.00–19.00 uur
Monika Blikman,Informatie- en organisatieontwerp,werkcollege2,A1.04,vrijdag,09.00–11.00 uur
Monika Blikman,Informatie- en organisatieontwerp,practicum1,A1.06,vrijdag,09.00–11.00 uur
Michal Hooiveld,Data Mining,hoorcollege1,C1.112,woensdag,11.00–13.00 uur
Michal Hooiveld,Data Mining,hoorcollege2,A1.10,woensdag,13.00–15.00 uur
Michal Hooiveld,Data Mining,werkcollege1,B0.201,woensdag,15.00–17.00 uur
Michal Hooiveld,Data Mining,werkcollege2,A1.04,dinsdag,11.00–13.00 uur
Michal Hooiveld,Data Mining,werkcollege3,A1.06,woensdag,17.00–19.00 uur
Michal Hooiveld,Data Mining,practicum1,A1.08,donderdag,11.00–13.00 uur
Kaoutar Philips,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Kaoutar Philips,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Kaoutar Philips,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Kaoutar Philips,Advanced Heuristics,hoorcollege1,A1.10,vrijdag,15.00–17.00 uur
Kaoutar Philips,Advanced Heuristics,practicum1,B0.201,vrijdag,15.00–17.00 uur
Kaoutar Philips,Advanced Heuristics,practicum2,A1.04,donderdag,17.00–19.00 uur
Virginie Brunsveld,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Virginie Brunsveld,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Virginie Brunsveld,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Virginie Brunsveld,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Virginie Brunsveld,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Virginie Brunsveld,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Virginie Brunsveld,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Virginie Brunsveld,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Virginie Brunsveld,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Virginie Brunsveld,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Virginie Brunsveld,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Dax Voskuilen,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Dax Voskuilen,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Dax Voskuilen,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Dax Voskuilen,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Dax Voskuilen,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Paulette Hunting,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Paulette Hunting,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Paulette Hunting,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Miquel Metzelaar,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Miquel Metzelaar,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Miquel Metzelaar,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Miquel Metzelaar,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Miquel Metzelaar,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Miquel Metzelaar,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Miquel Metzelaar,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Miquel Metzelaar,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Miquel Metzelaar,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Miquel Metzelaar,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Miquel Metzelaar,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Mahmud Heller,Data Mining,hoorcollege1,C1.112,woensdag,11.00–13.00 uur
Mahmud Heller,Data Mining,hoorcollege2,A1.10,woensdag,13.00–15.00 uur
Mahmud Heller,Data Mining,werkcollege1,B0.201,woensdag,15.00–17.00 uur
Mahmud Heller,Data Mining,werkcollege2,A1.04,dinsdag,11.00–13.00 uur
Mahmud Heller,Data Mining,werkcollege3,A1.06,woensdag,17.00–19.00 uur
Mahmud Heller,Data Mining,practicum1,A1.08,donderdag,11.00–13.00 uur
Jurre van de Sanden,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Jurre van de Sanden,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Jurre van de Sanden,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Fedoua van Poorten,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Fedoua van Poorten,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Fedoua van Poorten,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Nuriye Kooijmans,Advanced Heuristics,hoorcollege1,A1.10,vrijdag,15.00–17.00 uur
Nuriye Kooijmans,Advanced Heuristics,practicum1,B0.201,vrijdag,15.00–17.00 uur
Nuriye Kooijmans,Advanced Heuristics,practicum2,A1.04,donderdag,17.00–19.00 uur
Everhard Curvers,Informatie- en organisatieontwerp,hoorcollege1,C1.112,donderdag,13.00–15.00 uur
Everhard Curvers,Informatie- en organisatieontwerp,hoorcollege2,A1.10,donderdag,15.00–17.00 uur
Everhard Curvers,Informatie- en organisatieontwerp,werkcollege1,B0.201,donderdag,17.00–19.00 uur
Everhard Curvers,Informatie- en organisatieontwerp,werkcollege2,A1.04,vrijdag,09.00–11.00 uur
Everhard Curvers,Informatie- en organisatieontwerp,practicum1,A1.06,vrijdag,09.00–11.00 uur
Jacko Wobbes,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Jacko Wobbes,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Jacko Wobbes,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Matthijs Pleiter,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Matthijs Pleiter,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Matthijs Pleiter,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Matthijs Pleiter,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Matthijs Pleiter,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Matthijs Pleiter,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Matthijs Pleiter,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Matthijs Pleiter,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Matthijs Pleiter,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Matthijs Pleiter,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Matthijs Pleiter,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Oliver Milder,Architectuur en computerorganisatie,hoorcollege1,C1.112,vrijdag,13.00–15.00 uur
Oliver Milder,Architectuur en computerorganisatie,hoorcollege2,A1.10,donderdag,17.00–19.00 uur
Hanan Lathouwers,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Hanan Lathouwers,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Hanan Lathouwers,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Hanan Lathouwers,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Hanan Lathouwers,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Hanan Lathouwers,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Hanan Lathouwers,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Hanan Lathouwers,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Gineke Korte,Architectuur en computerorganisatie,hoorcollege1,C1.112,vrijdag,13.00–15.00 uur
Gineke Korte,Architectuur en computerorganisatie,hoorcollege2,A1.10,donderdag,17.00–19.00 uur
Maan ten Pas,Architectuur en computerorganisatie,hoorcollege1,C1.112,vrijdag,13.00–15.00 uur
Maan ten Pas,Architectuur en computerorganisatie,hoorcollege2,A1.10,donderdag,17.00–19.00 uur
Dana Hoeksema,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Dana Hoeksema,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Dana Hoeksema,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Dana Hoeksema,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Dana Hoeksema,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Dana Hoeksema,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Dana Hoeksema,Architectuur en computerorganisatie,hoorcollege1,C1.112,vrijdag,13.00–15.00 uur
Dana Hoeksema,Architectuur en computerorganisatie,hoorcollege2,A1.10,donderdag,17.00–19.00 uur
Marije de Vreeze,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Marije de Vreeze,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Marije de Vreeze,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Marije de Vreeze,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Marije de Vreeze,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Marije de Vreeze,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Marije de Vreeze,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Marije de Vreeze,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Marije de Vreeze,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Marije de Vreeze,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Marije de Vreeze,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Thys Kersten,Informatie- en organisatieontwerp,hoorcollege1,C1.112,donderdag,13.00–15.00 uur
Thys Kersten,Informatie- en organisatieontwerp,hoorcollege2,A1.10,donderdag,15.00–17.00 uur
Thys Kersten,Informatie- en organisatieontwerp,werkcollege1,B0.201,donderdag,17.00–19.00 uur
Thys Kersten,Informatie- en organisatieontwerp,werkcollege2,A1.04,vrijdag,09.00–11.00 uur
Thys Kersten,Informatie- en organisatieontwerp,practicum1,A1.06,vrijdag,09.00–11.00 uur
Ko Droste,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Ko Droste,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Ko Droste,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Ko Droste,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Ko Droste,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Joshi van Groeningen,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Joshi van Groeningen,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Joshi van Groeningen,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Joshi van Groeningen,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Joshi van Groeningen,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Joshi van Groeningen,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Filipe Wiersema,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Filipe Wiersema,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Filipe Wiersema,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Filipe Wiersema,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Filipe Wiersema,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Filipe Wiersema,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Emrah Schrama,Informatie- en organisatieontwerp,hoorcollege1,C1.112,donderdag,13.00–15.00 uur
Emrah Schrama,Informatie- en organisatieontwerp,hoorcollege2,A1.10,donderdag,15.00–17.00 uur
Emrah Schrama,Informatie- en organisatieontwerp,werkcollege1,B0.201,donderdag,17.00–19.00 uur
Emrah Schrama,Informatie- en organisatieontwerp,werkcollege2,A1.04,vrijdag,09.00–11.00 uur
Emrah Schrama,Informatie- en organisatieontwerp,practicum1,A1.06,vrijdag,09.00–11.00 uur
Brigitta Diallo,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Brigitta Diallo,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Brigitta Diallo,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Brigitta Diallo,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Brigitta Diallo,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Brigitta Diallo,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Brigitta Diallo,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Brigitta Diallo,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Brigitta Diallo,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Brigitta Diallo,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Brigitta Diallo,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Brigitta Diallo,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Brigitta Diallo,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Brigitta Diallo,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Brigitta Diallo,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Brigitta Diallo,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Brigitta Diallo,Data Mining,hoorcollege1,C1.112,woensdag,11.00–13.00 uur
Brigitta Diallo,Data Mining,hoorcollege2,A1.10,woensdag,13.00–15.00 uur
Brigitta Diallo,Data Mining,werkcollege1,B0.201,woensdag,15.00–17.00 uur
Brigitta Diallo,Data Mining,werkcollege2,A1.04,dinsdag,11.00–13.00 uur
Brigitta Diallo,Data Mining,werkcollege3,A1.06,woensdag,17.00–19.00 uur
Brigitta Diallo,Data Mining,practicum1,A1.08,donderdag,11.00–13.00 uur
Wannes Lohuis,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Wannes Lohuis,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Wannes Lohuis,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Wannes Lohuis,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Wannes Lohuis,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Wannes Lohuis,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Minoesch Scheltema,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Minoesch Scheltema,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Minoesch Scheltema,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Minoesch Scheltema,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Minoesch Scheltema,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Romaisa Oostvogels,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Romaisa Oostvogels,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Romaisa Oostvogels,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Remon Kost,Data Mining,hoorcollege1,C1.112,woensdag,11.00–13.00 uur
Remon Kost,Data Mining,hoorcollege2,A1.10,woensdag,13.00–15.00 uur
Remon Kost,Data Mining,werkcollege1,B0.201,woensdag,15.00–17.00 uur
Remon Kost,Data Mining,werkcollege2,A1.04,dinsdag,11.00–13.00 uur
Remon Kost,Data Mining,werkcollege3,A1.06,woensdag,17.00–19.00 uur
Remon Kost,Data Mining,practicum1,A1.08,donderdag,11.00–13.00 uur
Naciye van Eert,Software engineering,hoorcollege1,C0.110,dinsdag,09.00–11.00 uur
Naciye van Eert,Software engineering,werkcollege1,C1.112,dinsdag,09.00–11.00 uur
Naciye van Eert,Software engineering,werkcollege2,A1.10,woensdag,11.00–13.00 uur
Naciye van Eert,Software engineering,practicum1,B0.201,maandag,09.00–11.00 uur
Naciye van Eert,Software engineering,practicum2,A1.04,maandag,09.00–11.00 uur
Sivar Rottier,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Sivar Rottier,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Sivar Rottier,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Sivar Rottier,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Sivar Rottier,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Sivar Rottier,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Sivar Rottier,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Sivar Rottier,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Sivar Rottier,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Sivar Rottier,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Sivar Rottier,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Reduan Warsame,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Reduan Warsame,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Reduan Warsame,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Reduan Warsame,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Reduan Warsame,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Reduan Warsame,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Reduan Warsame,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Reduan Warsame,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Reduan Warsame,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Reduan Warsame,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Reduan Warsame,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Reduan Warsame,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Reduan Warsame,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Reduan Warsame,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Reduan Warsame,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Reduan Warsame,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Reduan Warsame,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Julot van Teeffelen,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
Julot van Teeffelen,Bioinformatica,hoorcollege2,C1.112,vrijdag,15.00–17.00 uur
Julot van Teeffelen,Bioinformatica,hoorcollege3,A1.10,vrijdag,17.00–19.00 uur
Hetty Lindhout,Collectieve Intelligentie,hoorcollege1,C0.110,maandag,11.00–13.00 uur
Hetty Lindhout,Collectieve Intelligentie,hoorcollege2,C0.110,maandag,11.00–13.00 uur
Hetty Lindhout,Collectieve Intelligentie,hoorcollege3,C0.110,maandag,13.00–15.00 uur
Hetty Lindhout,Collectieve Intelligentie,werkcollege1,C1.112,maandag,15.00–17.00 uur
Hetty Lindhout,Collectieve Intelligentie,werkcollege2,A1.10,maandag,17.00–19.00 uur
Hetty Lindhout,Collectieve Intelligentie,werkcollege3,B0.201,donderdag,15.00–17.00 uur
Hetty Lindhout,Collectieve Intelligentie,werkcollege4,A1.04,woensdag,13.00–15.00 uur
Hetty Lindhout,Collectieve Intelligentie,practicum1,A1.06,dinsdag,13.00–15.00 uur
Hetty Lindhout,Collectieve Intelligentie,practicum2,A1.08,dinsdag,15.00–17.00 uur
Hetty Lindhout,Collectieve Intelligentie,practicum3,C0.110,dinsdag,17.00–19.00 uur
Hetty Lindhout,Collectieve Intelligentie,practicum4,C1.112,vrijdag,11.00–13.00 uur
Bodie Metselaar,Compilerbouw,hoorcollege1,C0.110,donderdag,13.00–15.00 uur
Bodie Metselaar,Compilerbouw,hoorcollege2,C0.110,donderdag,09.00–11.00 uur
Bodie Metselaar,Compilerbouw,werkcollege1,C1.112,woensdag,15.00–17.00 uur
Bodie Metselaar,Compilerbouw,werkcollege2,A1.10,donderdag,09.00–11.00 uur
Bodie Metselaar,Compilerbouw,practicum1,B0.201,donderdag,09.00–11.00 uur
Bodie Metselaar,Compilerbouw,practicum2,A1.04,donderdag,11.00–13.00 uur
Bodie Metselaar,Bioinformatica,hoorcollege1,C0.110,vrijdag,13.00–15.00 uur
